ID|date_updated|source|ID_source|date_updated_source|name_primary_en|name_secondary_en|categories_en|weight_package_g|weight_serving_g|energy_kJ_per_100g|energy_kcal_per_100g|fats_total_g_per_100g|fats_saturated_g_per_100g|fats_monounsaturated_g_per_100g|fats_polyunsaturated_g_per_100g|fats_trans_g_per_100g|fats_omega6_linoleic_g_per_100g|fats_omega3_alphalinolenic_g_per_100g|fats_omega3_icosapentaenoic_g_per_100g|fats_omega3_docosahexaenoic_g_per_100g|fats_cholesterol_g_per_100g|carbohydrates_available_g_per_100g|carbohydrates_sugars_g_per_100g|carbohydrates_starch_g_per_100g|carbohydrates_dietary_fibres_g_per_100g|proteins_total_g_per_100g|salt_sodium_chloride_total_g_per_100g|alcohol_g_per_100g|water_g_per_100g|vitaminA_RE_total_g_per_100g|vitaminA_RE_REA_g_per_100g|vitaminA_RE_retinol_pure_g_per_100g|vitaminA_RE_betacarotene_activity_g_per_100g|vitaminA_RE_betacarotene_pure_g_per_100g|vitaminB1_thiamine_g_per_100g|vitaminB2_riboflavin_g_per_100g|vitaminB6_pyridoxine_g_per_100g|vitaminB12_cobalamine_g_per_100g|vitaminB3_niacin_g_per_100g|vitaminB9_folate_g_per_100g|vitaminB5_panthothenic_g_per_100g|vitaminC_ascorbic_g_per_100g|vitaminD_calciferol_g_per_100g|vitaminE_alphatocopherol_g_per_100g|mineralK_potassium_g_per_100g|mineralNa_sodium_g_per_100g|mineralCl_chloride_g_per_100g|mineralCa_calcium_g_per_100g|mineralMg_magnesium_g_per_100g|mineralP_phosphorus_g_per_100g|mineralFe_iron_g_per_100g|mineralI_iodide_g_per_100g|mineralZn_zinc_g_per_100g|mineralSe_selenium_g_per_100g|name_primary_uk|name_secondary_uk|categories_uk|name_primary_de|name_secondary_de|categories_de|name_primary_fr|name_secondary_fr|categories_fr|name_primary_it|name_secondary_it|categories_it
generic_SwissFoodDB_product_929|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10456|2025-07-01|Fruit pie (average)|(null)|Sweets/Cakes and tarts;Prepared dishes/Cakes, pies and gratins|(null)|(null)|737|176|8.9|4.1|3.2|1|(null)|0.85|0.09|0.002|0.001|0.02|19.5|8.5|10.2|2.7|3.2|0.2|0|65.8|0.000046|0.000034|0.000021|0.00015|0.00015|0.00004|0.00005|0.00005|0.00000007|0.00026|0.0000078|0.00034|0.0079|0.0000002|0.00112|0.18|0.086|0.15|0.035|0.014|0.049|0.0005|0.0000033|0.0003|(null)|Фруктовий пиріг (узагальнено)|(null)|Солодощі/Тістечка та тарти;Готові страви/Тістечка, пироги та запіканки|Fruchtwähe/-kuchen (Durchschnitt)|(null)|Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins|Tarte aux fruits (moyenne)|(null)|Sucreries/Gâteaux, tourtes et cakes;Plats/Tartes sucrées et salées et gratins|Torta di frutta (in media)|(null)|Dolciumi/Dolci, torte e cake;Cibi/Torte dolci e salate e gratin
generic_SwissFoodDB_product_930|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10457|2025-07-01|Table salt iodized and fluoridized|(null)|Various/Salt, spices and flavours|(null)|(null)|0|0|0|0|0|0|(null)|0|0|0|0|0|0|0|0|0|0|100|0|0.1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.004|39.9|59.9|0.01|0.001|0.008|0.0003|0.0025|0.0001|0.0000001|Сіль кухонна, йодована та фторована|(null)|Різні/Сіль, спеції та ароматизатори|Kochsalz mit Jod und Fluor|Speisesalz|Verschiedenes/Salz, Gewürze und Aromen|Sel de cuisine avec iode et fluor|(null)|Divers/Sel, épices et arômes|Sale da cucina con iodio e fluoro|(null)|Diversi/Sale, spezie e aromi
generic_SwissFoodDB_product_931|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10477|2025-07-01|Wine red, 13.5 vol%|(null)|Alcoholic beverages/Wine|(null)|(null)|314|76|0|0|(null)|(null)|(null)|0|0|0|0|0|0.2|0.2|0|0|0|0|10.7|89|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|0.0031|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|Вино червоне, 13,5 об.%|(null)|Алкогольні напої/Вино|Wein rot, 13.5 vol%|Rotwein|Alkoholhaltige Getränke/Wein|Vin rouge, 13.5 vol%|(null)|Boissons alcoolisées/Vin|Vino rosso, 13.5 vol%|(null)|Bevande alcoliche/Vino
generic_SwissFoodDB_product_932|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10478|2025-07-01|Wine white, spritzer, sour|(null)|Alcoholic beverages/Wine|(null)|(null)|148|36|0|0|0|0|(null)|0|0|0|0|0|0.1|0.1|0|0|0.1|0|5|94.9|0|0|0|0|0|0|0.00001|0.00001|0.00000005|0.00005|0.0000005|0.00001|0|0|0|0.048|0.0015|0.003|0.0085|0.0055|0.0075|0.0003|0.000005|0.0001|(null)|Вино біле, шприцер, кисле|(null)|Алкогольні напої/Вино|Wein weiss, gespritzt, sauer|(null)|Alkoholhaltige Getränke/Wein|Vin blanc dilué avec de l'eau gazeuse|(null)|Boissons alcoolisées/Vin|Vino biancho diluito con acqua frizzante|(null)|Bevande alcoliche/Vino
generic_SwissFoodDB_product_933|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10479|2025-07-01|Wine white, spritzer, sweet|(null)|Alcoholic beverages/Wine|(null)|(null)|228|55|0|0|0|0|(null)|0|0|0|0|0|4.8|4.8|0|0|0.1|0|5|90.1|0|0|0|0|0|0|0.00002|0.00001|0.00000005|0.00006|0.0000005|0.00001|0|0|0|0.052|0.0025|0.008|0.0075|0.011|0.008|0.0004|0.0000059|0.0001|(null)|Вино біле, шприцер, солодке|(null)|Алкогольні напої/Вино|Wein weiss, gespritzt, süss|(null)|Alkoholhaltige Getränke/Wein|Vin blanc dilué avec de la limonade|(null)|Boissons alcoolisées/Vin|Vino biancho diluito con limonata|(null)|Bevande alcoliche/Vino
generic_SwissFoodDB_product_934|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10486|2025-07-01|Calimocho (red wine mixed with cola)|(null)|Non-alcoholic beverages/Soft drinks;Alcoholic beverages/Other alcoholic beverages|(null)|(null)|228|55|0|0|0|0|(null)|0|0|0|0|0|5.2|5.1|0|0|0.1|0|4.8|90|0|0|0|0|0|0|0.00001|0.00001|0|0.00005|0|0.00005|0|0|0|0.058|0.007|0.01|0.0065|0.008|0.015|0.0005|0.000006|0.0001|(null)|Калімочо (червоне вино, змішане з колою)|(null)|Безалкогольні напої/Безалкогольні напої; Алкогольні напої/Інші алкогольні напої|Calimocho (Rotwein mit Cola)|(null)|Alkoholfreie Getränke/Süssgetränke;Alkoholhaltige Getränke/Sonstige alkoholische Getränke|Calimocho (Vin rouge avec cola)|(null)|Boissons sans alcool/Boissons sucrées;Boissons alcoolisées/Autres boissons alcoolisées|Calimocho (Vino rosso con cola)|(null)|Bevande analcoliche/Bevande zuccherate;Bevande alcoliche/Altre bevande alcoliche
generic_SwissFoodDB_product_935|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10532|2025-07-01|Anchovis paste|(null)|Various/Spreads|(null)|(null)|1130|272|21.3|4.1|13.9|2.2|(null)|1.23|0.14|0.308|0.435|0.057|0.2|0.1|0|0|19.8|19|0|58.7|0.000011|0.00001|0.000009|0.000013|0.000013|0.00003|0.00019|0.00028|0.00001568|0.00293|0.000012|0.00047|0.0004|0.0000013|0.00519|0.19|7.72|6|0.22|0.17|0.21|0.0021|0.000025|0.0013|0.000006|Паста з анчоусів|(null)|Різні/Спреди|Sardellenpaste|(null)|Verschiedenes/Aufstriche|Crème d'anchois|(null)|Divers/Pâtes à tartiner|Pasta di acciughe|(null)|Diversi/Prodotti da spalmare
generic_SwissFoodDB_product_936|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10533|2025-07-01|Agar Agar|(null)|Various/Gelling and binding agents|(null)|(null)|641|160|0.2|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|0|(null)|(null)|74.1|2.4|0.3|(null)|20.5|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|0.052|0.13|(null)|0.66|0.1|0.034|0.0045|(null)|0.0015|(null)|Агар-агар|(null)|Різні/Гелеутворюючі та зв'язуючі речовини|Agar Agar|(null)|Verschiedenes/Gelier- und Bindemittel|Agar Agar|(null)|Divers/Gélifiants et liants|Agar Agar|(null)|Diversi/Gelificanti e leganti
generic_SwissFoodDB_product_937|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10534|2025-07-01|Lemon Curd|(null)|Sweets/Creams and puddings|(null)|(null)|1330|317|16|8|4.4|1.3|(null)|0.82|0.11|0.013|0.006|0.203|36.8|36.7|0|0.1|6.4|0.2|0|40.8|0.000151|0.000147|0.000144|0.000043|0.000043|0.00005|0.00012|0.00004|0.00000052|0.00004|0.0000308|0.00099|0.0084|0.0000015|0.00082|0.096|0.074|0.087|0.026|0.0071|0.097|0.0009|0.000018|0.0006|0.000011|Лимонний курд|(null)|Солодощі/Кремові вироби та пудинги|Lemon Curd|Zitronencrème|Süssigkeiten/Cremen und Pudding|Lemon Curd|Crème de citron|Sucreries/Crèmes et pouding|Lemon Curd|Crema di limone|Dolciumi/Creme e budini
generic_SwissFoodDB_product_938|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10535|2025-07-01|Dulce de Leche|(null)|Sweets/Jams and sweet sandwich spreads|(null)|(null)|1260|299|7.3|4.4|1.7|0.3|(null)|0.09|0.06|0.006|0.001|0.028|52.6|52.6|0|0|5.7|0.2|0|34.2|0.000084|0.000081|0.000078|0.000034|0.000034|0.00003|0.00037|0.00004|0.00000027|0.00019|0.000005|0.00055|0.0013|0.0000001|0.00023|0.28|0.069|0.17|0.21|0.018|0.16|0.0001|0.000017|0.0006|0.0000019|Дульсе де Лече|(null)|Солодощі/джеми та солодкі пасти для сендвічів|Dulce de Leche|Milchkonfitüre|Süssigkeiten/Konfitüren und süsse Brotaufstriche|Dulce de Leche|Confiture de lait|Sucreries/Confitures et produits à tartiner sucrés|Dulce de Leche|Confettura di latte|Dolciumi/Confettura e prodotti dolci da spalmare sul pane
generic_SwissFoodDB_product_939|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10536|2025-07-01|Agave syrup|(null)|Sweets/Sugar and sweeteners|(null)|(null)|1240|293|0|0|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|73.1|(null)|(null)|0|0.2|0|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|0.004|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|Сироп агави|(null)|Солодощі/Цукор та підсолоджувачі|Agavensirup|Agavendicksaft|Süssigkeiten/Zucker und Süssstoffe|Sirop d'agave|(null)|Sucreries/Sucres et édulcorants|Sciroppo di agave|(null)|Dolciumi/Zuccheri ed edulcoranti
generic_SwissFoodDB_product_940|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10542|2025-07-01|Wasabi Paste|(null)|Various/Sauces|(null)|(null)|1300|308|10.6|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|49.6|(null)|(null)|1.3|2.9|5.8|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|2.33|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|Паста васабі|(null)|Різні/Соуси|Wasabi Paste|(null)|Verschiedenes/Saucen|Pâte wasabi|(null)|Divers/Sauces|Pasta di wasabi|(null)|Diversi/Salse
generic_SwissFoodDB_product_941|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10546|2025-07-01|Polenta nera (made from corn semolina and buckwheat flour,) cooked|(null)|Cereal products, pulses and potatoes/Corn|(null)|(null)|465|111|4.8|2.7|1.2|0.3|(null)|0.13|0.03|0.003|0|0.012|12.4|0.3|11.1|0.9|4.1|1.1|0|77.8|0.000042|0.00004|0.000038|0.000027|0.000027|0.00003|0.00005|0.00004|0.00000106|0.00105|0.0000253|0.00027|0|0.0000001|0.00011|0.093|0.44|0.37|0.075|0.026|0.084|0.0005|0.0000046|0.0005|(null)|Полента нера (виготовлена ​​з кукурудзяної манної крупи та гречаного борошна), приготована|(null)|Зернові продукти, бобові та картопля/кукурудза|Polenta nera (aus Maisgriess und Buchweizenmehl), gekocht|(null)|Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mais|Polenta nera, préparée|(null)|Produits céréaliers, légumineuses et pommes de terre/Maïs|Polenta nera, preparata|(null)|Prodotti a base di cereali, legumi e patate/Mais
generic_SwissFoodDB_product_942|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10561|2025-07-01|Somosa, baked|(null)|Prepared dishes/Asian dishes|(null)|(null)|1470|353|21|8|9.3|2.8|(null)|2.65|0.09|0|0|0|32.5|1.4|30.1|3.3|6.8|0.9|0|36.9|0.000018|0.000009|0|0.000107|0.000107|0.00014|0.00006|0.00012|0|0.00093|0.0000214|0.00044|0.0127|0|0.00211|0.21|0.35|0.56|0.021|0.026|0.076|0.0009|0.0000022|0.0007|0.0000014|Самса, запечена|(null)|Готові страви/Азійські страви|Samosa, gebacken|(null)|Gerichte/Asiatische Gerichte|Samosa, cuit au four|(null)|Plats/Plats asiatiques|Samosa, cotta al forno|(null)|Cibi/Cibi asiatici
generic_SwissFoodDB_product_943|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10562|2025-07-01|Samosa, deep-fried|(null)|Prepared dishes/Asian dishes|(null)|(null)|1590|382|25.3|7.9|12.9|3.3|(null)|2.98|0.26|0|0|0|30.6|1.3|28.3|3.1|6.4|0.8|0|35|0.000017|0.000008|0|0.0001|0.0001|0.00013|0.00006|0.00012|0|0.00088|0.0000201|0.00041|0.0119|0|0.00229|0.2|0.33|0.53|0.02|0.025|0.072|0.0009|0.000002|0.0006|0.0000013|Самса, смажена у фритюрі|(null)|Готові страви/Азійські страви|Samosa, frittiert|(null)|Gerichte/Asiatische Gerichte|Samosa, frit|(null)|Plats/Plats asiatiques|Samosa, fritta|(null)|Cibi/Cibi asiatici
generic_SwissFoodDB_product_944|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10567|2025-07-01|Risotto with tomatoes, homemade|(null)|Prepared dishes/Other savoury dishes|(null)|(null)|521|123|3|1.3|1.2|0.3|(null)|0.19|0.05|0.001|0|0.004|19.9|1.3|17.6|0.7|3.7|0.6|0|72.6|0.000038|0.000027|0.000016|0.00013|0.00013|0.00003|0.00003|0.00004|0.0000001|0.0005|0.0000087|0.00015|0.0052|0|0.00026|0.065|0.23|0.4|0.084|0.011|0.081|0.0001|0.0000031|0.0005|(null)|Різотто з помідорами, домашнє|(null)|Готові страви/Інші солоні страви|Tomatenrisotto, hausgemacht|(null)|Gerichte/Sonstige salzige/rezente Gerichte|Risotto aux tomates, fait maison|(null)|Plats/Autres plats salés/épicés|Risotto al pomodoro, fatto in casa|(null)|Cibi/Altri cibi salati/saporiti
generic_SwissFoodDB_product_945|2025-10-04|https://naehrwertdaten.ch/en/downloads/|10582|2025-07-01|Cabbage vegetables (average), boiled (without addition of salt and fat)|(null)|Vegetables/Cooked vegetables (incl. cans)|(null)|(null)|129|31|0.5|0.1|0.1|0.2|(null)|0.06|0.09|0|0|0|3.1|2.6|0.2|2.7|2.1|0|0|91.4|0.000043|0.000022|0|0.000261|0.000261|0.00006|0.00007|0.00015|0|0.00042|0.0000305|0.00043|0.05|0|0.00069|0.26|0.011|0.04|0.046|0.014|0.046|0.0004|0.0000029|0.0003|0.0000008|Капустяні овочі (середнього розміру), варені (без додавання солі та жиру)|(null)|Овочі/Варені овочі (вкл. консервовані)|Kohlgemüse (Durchschnitt), gekocht (ohne Zugabe von Salz und Fett)|(null)|Gemüse/Gemüse gekocht (inkl. Konserven)|Légumes crucifères (famille des choux) moyenne, cuits (sans adjonction de sel ni de graisse)|(null)|Légumes/Légumes cuits (conserves comprises)|Cavoli (media), cotti (senza aggiunta di grassi o sale)|(null)|Verdure/Verdure cotte (incl. conserve)
generic_SwissFoodDB_product_946|2025-10-04|https://naehrwertdaten.ch/en/downloads/|12981|2025-07-01|Béchamel sauce, home-made|(null)|Various/Sauces|(null)|(null)|612|147|9.9|6|2.3|0.5|(null)|0.15|0.08|0.007|0.001|0.031|10.1|4.8|5.3|0.2|4.2|0.7|0|75.5|0.000098|0.000095|0.000091|0.000041|0.000041|0.00003|0.00022|0.00003|0.00000015|0.00013|0.0000027|0.00033|0.0007|0.0000002|0.00027|0.17|0.3|0.49|0.12|0.012|0.099|0.0001|0.0000099|0.0004|0.0000013|Соус бешамель, домашнього приготування|(null)|Різні/Соуси|Béchamelsauce, hausgemacht|(null)|Verschiedenes/Saucen|Sauce Béchamel, faite maison|(null)|Divers/Sauces|Salsa besciamella, fatta in casa|(null)|Diversi/Salse
generic_SwissFoodDB_product_947|2025-10-04|https://naehrwertdaten.ch/en/downloads/|12982|2025-07-01|Pommes Chips|(null)|Savoury snacks/Chips/Crisps|(null)|(null)|2240|538|34.8|3.5|28.6|1.6|(null)|1.23|0.07|0|0|0|49.3|2.5|46.8|3.8|4.9|1.2|0|7.2|0.000002|0.000001|0|0.000012|0.000012|0.00039|0.00005|0.00106|0|0.00123|0.0000605|0.00086|0.0325|0|0.00289|0.88|0.5|0.87|0.014|0.04|0.092|0.0009|0.000008|0.0006|(null)|Чипси картопляні|(null)|Солоні закуски/Чіпси/Чіпси|Pommes Chips|(null)|Salzige Snacks/Chips|Pommes chips|(null)|Snacks salés/Chips|Pommes Chips|(null)|Snack salati/Patatine
generic_SwissFoodDB_product_948|2025-10-04|https://naehrwertdaten.ch/en/downloads/|12983|2025-07-01|Potato chips fat reduced|(null)|Savoury snacks/Chips/Crisps|(null)|(null)|1960|468|22.1|2.5|5.9|12.3|(null)|11.98|0.01|0|0|0|59.2|3|56.3|4.5|5.9|1.2|0|8.3|0.000002|0.000001|0|0.000015|0.000015|0.00046|0.00006|0.00127|0|0.00148|0.0000728|0.00104|0.039|0|0.00261|1.06|0.49|0.88|0.017|0.048|0.11|0.0011|0.0000096|0.0008|(null)|Чипси картопляні, зі зниженим вмістом жиру|(null)|Солоні закуски/Чіпси/Чіпси|Pommes Chips fettreduziert|(null)|Salzige Snacks/Chips|Pommes chips à matière grasse réduite|(null)|Snacks salés/Chips|Patatine a ridotto contenuto di grassi|(null)|Snack salati/Patatine
generic_SwissFoodDB_product_949|2025-10-04|https://naehrwertdaten.ch/en/downloads/|13258|2025-07-01|"Beef, entrcôte, steak, pan fried ""medium"" (without addition of fat and salt)"|(null)|Meat and offal/Beef|(null)|(null)|684|162|4.6|2|2|0.3|(null)|0.18|0.04|0.016|0.002|0.063|0|0|0|0|30.2|0.1|0|65.2|0.000005|0.000004|0.000004|0.000008|0.000008|0.00003|0.00012|0.00045|0.00000134|0.00548|0.000007|0.00076|0|0.0000004|0.00068|0.29|0.049|0.074|0.006|0.023|0.21|0.0017|0.0000041|0.0047|0.000012|"Яловичина, антрокот, стейк, смажені на сковороді ""середньої прожарки"" (без додавання жиру та солі)"|(null)|М'ясо та субпродукти/Яловичина|"Rind, Entrecôte, ""medium"" gebraten (ohne Zusatz von Fett und Salz)"|(null)|Fleisch und Innereien/Rind|"Boeuf, entrecôte, grillée ""à point"" (sans adjonction de graisse ni sel)"|(null)|Viande et abats/Bœuf|Manzo, entrecôte, cotta, cottura media (senza aggiunta di grassi o sale)|(null)|Carne e frattaglie/Manzo
generic_SwissFoodDB_product_950|2025-10-04|https://naehrwertdaten.ch/en/downloads/|13262|2025-07-01|"Beef, Filet, fried in oven ""medium"" (without addition of fat and salt)"|(null)|Meat and offal/Beef|(null)|(null)|619|147|4|1.8|1.5|0.3|(null)|0.11|0.04|0.007|0.001|0.047|0|0|0|0|27.7|0.1|0|68.3|0.000006|0.000005|0.000004|0.000009|0.000009|0.00008|0.00015|0.00013|0.000002|0.00491|0.0000113|0.00107|0|0|0.00018|0.33|0.048|0.073|0.0036|0.025|0.19|0.0029|0.0000001|0.0059|0.000012|"Яловичина, філе, смажена в духовці ""середньої прожарки"" (без додавання жиру та солі)"|(null)|М'ясо та субпродукти/Яловичина|"Rind, Filet, ""medium"" gebraten (ohne Zustatz von Fett und Salz)"|(null)|Fleisch und Innereien/Rind|"Boeuf, filet, grillé ""à point"" (sans adjonction de graisse ni sel)"|(null)|Viande et abats/Bœuf|Manzo, filetto, cotto in padella, cottura media (senza aggiunta di grassi o sale)|(null)|Carne e frattaglie/Manzo
generic_SwissFoodDB_product_951|2025-10-04|https://naehrwertdaten.ch/en/downloads/|13269|2025-07-01|Pork, filet, pan fried (without addition of fat and salt)|(null)|Meat and offal/Pork|(null)|(null)|644|153|4|1.6|1.8|0.3|(null)|0.23|0.02|0.001|0.001|0.09|0|0|0|0|29.3|0.4|0|66.8|0.000003|0.000003|0.000003|0|0|0.00069|0.00031|0.00038|0.00000078|0.00448|0.0000047|0.001|0|0.0000008|0.00012|0.35|0.15|0.096|0.01|0.03|0.27|0.0017|0.0000014|0.0028|(null)|Свинина, філе, смажена на сковороді (без додавання жиру та солі)|(null)|М'ясо та субпродукти/Свинина|Schwein, Filet, gebraten (ohne Zusatz von Fett und Salz)|(null)|Fleisch und Innereien/Schwein|Porc, filet mignon, rôti (sans adjonction de graisse ni de sel)|(null)|Viande et abats/Porc|Maiale, filetto, cotto in padella (senza aggiunta di grassi o sale)|(null)|Carne e frattaglie/Maiale
generic_SwissFoodDB_product_952|2025-10-04|https://naehrwertdaten.ch/en/downloads/|13270|2025-07-01|Pork, round, schnitzel, pan fried (without addition of fat and salt)|(null)|Meat and offal/Pork|(null)|(null)|684|162|3.3|0.9|1.2|0.4|(null)|0.3|0.03|0.001|0.001|0.097|0|0|0|0|33|0.2|0|63.7|0.000003|0.000003|0.000003|0|0|0.00062|0.00025|0.00036|0.00000123|0.00496|0.0000118|0.00084|0|0|0.00075|0.27|0.094|0.11|0.012|0.027|0.22|0.0026|0.0000015|0.004|0.000018|Свинина, кругла, шніцель, смажена на сковороді (без додавання жиру та солі)|(null)|М'ясо та субпродукти/Свинина|Schwein, Eckstück, Plätzli, gebraten (ohne Zusatz von Fett und Salz)|(null)|Fleisch und Innereien/Schwein|Porc, noix, tranche, grillée (sans adjonction de graisse ni de sel)|(null)|Viande et abats/Porc|Maiale, fesa francese, fettina, cotta in padella (senza aggiunta di grassi o sale)|(null)|Carne e frattaglie/Maiale
generic_SwissFoodDB_product_953|2025-10-04|https://naehrwertdaten.ch/en/downloads/|13273|2025-07-01|"lamb (sheep), filet, pan fried ""medium"" (without addition of fat and salt)"|(null)|Meat and offal/Lamb, mutton|(null)|(null)|617|147|4.8|1.8|1.5|0.4|(null)|0.23|0.03|0.008|0.004|0.088|0|0|0|0|25.8|0.2|0|69.4|0.00001|0.00001|0.000009|0.000005|0.000005|0.0001|0.00025|0.00014|0.00000205|0.00608|0.0000256|0.0007|0|0|0.0002|0.29|0.077|0.11|0.014|0.031|0.22|0.0024|0.0000009|0.0043|0.0000079|"Баранина (ягнятина), смажена на сковороді ""середньої прожарки"" (без додавання жиру та солі)"|(null)|М'ясо та субпродукти/Ягнятина, баранина|"Lamm, Filet, ""medium"" gebraten (ohne Zusatz von Fett und Salz)"|(null)|Fleisch und Innereien/Lamm, Schaf|"Agneau, filet, grillé ""à point"" (sans adjonction de graisse ni de sel)"|(null)|Viande et abats/Agneau, mouton|Agnello, filetto, cotto in padella, cottura media (senza aggiunta di grassi o sale)|(null)|Carne e frattaglie/Agnello, pecora
generic_SwissFoodDB_product_954|2025-10-04|https://naehrwertdaten.ch/en/downloads/|13275|2025-07-01|Turkey, brest, schnitzel, ground, pan fried (without addition of fat and salt)|(null)|Meat and offal/Poultry|(null)|(null)|596|141|1.5|0.3|0.3|0.3|(null)|0.27|0.01|0|0.003|0.05|0|0|0|0|31.8|0.2|0|66.7|0.000003|0.000003|0.000003|0|0|0.00011|0.00013|0.0003|0.0000005|0.01066|0.0000054|0.00086|0|0|0|0.4|0.072|0|0.011|0.035|0.24|0.0009|0.000002|0.0024|0.000012|Індичка, грудка, шніцель, фарш, смажений на сковороді (без додавання жиру та солі)|(null)|М'ясо та субпродукти/Птиця|Truthahn, Brust, Schnitzel oder Geschnetzeltes, gebraten (ohne Zusatz von Fett und Salz)|(null)|Fleisch und Innereien/Geflügel|Dinde, poitrine, escalope ou émincé, grillé (sans adjonction de graisse ni de sel)|(null)|Viande et abats/Volaille|Tacchino, petto, scaloppina o sminuzzato, cotto in padella (senza aggiunta di grassi o sale)|(null)|Carne e frattaglie/Pollame
generic_SwissFoodDB_product_955|2025-10-04|https://naehrwertdaten.ch/en/downloads/|13276|2025-07-01|Chicken, brest (schnitzel, ground), pan fried (without addition of fat and salt)|(null)|Meat and offal/Poultry|(null)|(null)|542|128|0.8|0.2|0.3|0.2|(null)|0.14|0.01|0.002|0.001|0.079|0|0|0|0|30.1|0.1|0|69.1|0.000006|0.000006|0.000006|0|0|0.00014|0.00014|0.00053|0.00000024|0.01092|0.0000075|0.00087|0|0.0000014|0.00058|0.4|0.038|0.1|0.0041|0.027|0.23|0.0004|0.0000012|0.0006|0.000018|Курка, грудка (шніцель, фарш), смажена на сковороді (без додавання жиру та солі)|(null)|М'ясо та субпродукти/Птиця|Poulet, Brust, Schnitzel oder Geschnetzeltes, gebraten (ohne Zusatz von Fett und Salz)|(null)|Fleisch und Innereien/Geflügel|Poulet, poitrine, escalope ou émincé, grillé (sans adjonction de graisse ni de sel)|(null)|Viande et abats/Volaille|Pollo, petto, fettina o sminuzzato, cotto in padella (senza aggiunta di grassi o sale)|(null)|Carne e frattaglie/Pollame
generic_SwissFoodDB_product_956|2025-10-04|https://naehrwertdaten.ch/en/downloads/|13281|2025-07-01|Game meat (average), cooked (without addition of fat and Salt)|(null)|Meat and offal/Game|(null)|(null)|619|147|3.9|1.8|1.1|0.7|(null)|0.34|0.14|0.048|0.01|0.081|0|0|0|0|27.8|0.2|0|68.3|0.000001|0.000001|0.000001|0|0|0.00016|0.00028|0.00029|0.00000152|0.00666|0.0000052|0.00089|0|0.0000001|0.00038|0.35|0.082|0.058|0.02|0.026|0.24|0.0033|0.0000016|0.0039|(null)|М'ясо дичини (середнього розміру), варене (без додавання жиру та солі)|(null)|М'ясо та субпродукти/Дичина|Wildfleisch (Durchschnitt), gekocht (ohne Zusatz von Fett und Salz)|(null)|Fleisch und Innereien/Wild|Gibier (moyenne), cuit (sans adjonction de graisse ni de sel)|(null)|Viande et abats/Gibier|Selvaggina (media), cotto (senza aggiunta di grassi o sale)|(null)|Carne e frattaglie/Selvaggina
generic_SwissFoodDB_product_957|2025-10-04|https://naehrwertdaten.ch/en/downloads/|13283|2025-07-01|Pork, chop, pan fried (without addition of fat and salt)|(null)|Meat and offal/Pork|(null)|(null)|1010|240|12.8|4.8|5.8|1.3|(null)|0.89|0.07|0.004|0.003|0.086|0|0|(null)|0|31.3|0.1|0|55.9|0.000003|0.000003|0.000003|0|0|0.00065|0.00021|0.00065|0.00000086|0.00576|0.0000026|0.00097|0|0.0000005|0.00035|0.32|0.056|0.1|0.0068|0.027|0.26|0.0006|0.0000017|0.0022|0.000026|Свинина, відбивна, смажена на сковороді (без додавання жиру та солі)|(null)|М'ясо та субпродукти/Свинина|Schwein, Kotelett, gebraten (ohne Zusatz von Fett und Salz)|(null)|Fleisch und Innereien/Schwein|Porc, côtelette, grillée (sans adjonction de graisse ni de sel)|(null)|Viande et abats/Porc|Maiale, cotoletta, cotta in padella (senza aggiunta di grassi o sale)|(null)|Carne e frattaglie/Maiale
